1.544151550109777338e+00,4.462308159715148825e+00
1.372919643851541638e+00,5.063937315706845688e+00
4.224514605743937778e+00,5.114316451200807911e+00
3.278404866769917714e+00,3.970163109251834133e+00
3.249031743889470469e+00,5.372160593635976866e+00
1.899974825180373417e+00,4.886316892119761945e+00
2.493989321537283921e+00,5.754385324533024537e+00
3.473099669156942682e+00,4.486535735504101119e+00
3.983153362650478257e+00,6.117578525495029673e+00
4.075120605859716250e+00,5.625418191506659227e+00
2.537894269999144470e+00,4.859263703120563882e+00
2.181322426240469348e+00,6.215773723855254396e+00
2.115186908976440350e+00,5.761831313971232937e+00
2.043077492789796779e+00,4.787166831116870469e+00
2.233514450155489772e+00,4.222518431679186612e+00
2.842396685713362459e+00,5.007087380273537391e+00
3.170364537798095572e+00,4.357496032315218315e+00
3.930447527253952522e+00,4.922287165318655511e+00
1.812935492364312173e+00,5.236530386649576485e+00
2.109493420775040651e+00,5.967823109189734687e+00
2.745745504398301229e+00,4.508093768145428726e+00
2.593239330279960786e+00,5.365265144860385860e+00
2.347306647370517307e+00,5.715431706115326804e+00
2.176320821649418313e+00,3.523999667015949466e+00
3.899526684340084870e+00,3.785765497869104212e+00
4.203139342139133205e+00,3.112426080769426839e+00
2.755546602897719577e+00,5.178894457102542148e+00
2.617687400094033112e+00,4.033942652293737829e+00
4.031419983833957943e+00,6.650015845206138643e+00
3.185487334903140511e+00,5.375556118606258593e+00
3.719580274562501732e+00,4.407736399474568856e+00
4.565910881317791770e+00,5.330582461162287622e+00
3.516542508943370837e+00,4.254301479918548345e+00
2.261628134590962791e+00,4.996968828808891594e+00
3.507549080824210019e+00,3.949620066478661151e+00
2.726619761999617086e+00,4.513707048209919748e+00
2.112144709061275272e+00,5.106341333910426883e+00
4.063137400954492051e+00,4.417844406634844567e+00
2.934446317001607518e+00,4.245240687905305066e+00
4.169782252962216162e+00,4.867642926528637837e+00
5.275956048738770221e-01,4.988687283139149997e+00
3.725431571901712147e+00,6.217594794682900883e+00
1.849758915044762198e+00,5.405937364669562761e+00
3.069116682647236694e+00,4.307112180530767276e+00
2.636057992236936709e+00,5.505423965147466348e+00
3.424793130036009714e+00,4.721690036474589292e+00
2.581536963328286749e+00,4.620073325769193495e+00
3.335557509987927993e+00,4.064721286336618888e+00
2.748829893933495416e+00,5.890435243252938768e+00
2.907687796723892326e+00,6.247843401991687529e+00
3.482404321781607859e+00,5.553468062385094939e+00
2.634711820050922082e+00,4.742155575205716289e+00
3.929914212166936593e+00,5.247959668253939114e+00
2.111713266214740869e+00,5.052615274660746003e+00
3.843973974279544237e+00,5.510356302629128677e+00
3.053095512402708600e+00,5.984181095893741364e+00
3.968617492320162032e+00,6.263975144739259093e+00
3.496569575912722438e+00,5.398568994513793129e+00
4.054032326912703432e+00,4.587593683412142909e+00
2.967454593240100191e+00,4.578189414179000494e+00
3.300026102096133229e+00,4.993430477998713535e+00
4.077692054211557782e+00,5.609715531550752310e+00
2.615581635774521185e+00,6.755522913364913506e+00
4.196979268922755857e+00,4.848912751113717334e+00
4.345259549556137912e+00,4.680153985632395930e+00
2.778209631454717332e+00,4.526497270501478987e+00
3.354764829483651400e+00,5.260503166826039134e+00
4.076997925665534872e+00,4.702144806814597899e+00
2.941420402582886950e+00,3.095813283123130866e+00
3.722340772208928783e+00,5.987451642136561780e+00
2.526383870219498728e+00,5.070240970142479320e+00
3.920937284782968213e+00,5.266617367079218681e+00
2.533811497395728196e+00,5.259069540555915800e+00
3.278604646443153303e+00,4.543226924271740685e+00
3.040225084042643466e+00,4.766029945389739453e+00
2.149950263053045152e+00,6.031777855774974384e+00
3.024551962100264113e+00,5.489428077725822419e+00
3.049473383344639466e+00,5.291855021852937213e+00
2.772143199941222935e+00,4.020640996987496329e+00
3.712991087565944426e+00,3.452332250154980464e+00
2.795728403237914161e+00,5.024019549035339871e+00
3.981673782634509440e+00,4.928509050223023102e+00
2.935843467090791581e+00,5.686271091025187907e+00
2.231939221569514409e+00,4.612317514935858398e+00
2.944053853950416855e+00,5.355617559892687396e+00
2.889578199594536656e+00,4.572593134238055690e+00
2.569660469773317413e+00,5.903882061505131063e+00
1.836210551853827200e+00,5.849639775575571576e+00
3.898534033465655746e+00,5.022122242315112395e+00
2.964748418155675136e+00,5.333613137567184026e+00
3.930165305859979696e+00,3.668781053950574744e+00
2.459345812388313401e+00,5.514503756892680464e+00
3.554924411760377545e+00,3.984595186650456533e+00
1.669309434346204712e+00,4.229745135003112999e+00
3.856536121832557562e+00,3.271032475327615874e+00
1.347969669364461831e+00,5.387877195456834301e+00
1.862701505863724405e+00,4.913144892086994453e+00
3.260157248158838783e+00,5.341256003462698132e+00
2.889254143328088276e+00,5.148883392404749237e+00
3.566596073389655785e+00,2.986929914911346629e+00
3.672815985148466300e+00,5.366607361910102902e+00
4.554516431134095100e+00,4.532962811589036356e+00
2.003538703295336898e+00,6.289755154669348869e+00
4.701435951364988597e+00,4.778412822235321933e+00
2.649247707445645528e+00,6.373057441388616517e+00
2.959076031578319554e+00,4.792058845088791763e+00
2.592201718683566636e+00,5.120487641791536149e+00
2.578305220072842019e+00,5.414126438381773099e+00
2.537676633860135311e+00,5.239339623125228051e+00
3.947400133586490334e+00,6.072090216850076771e+00
2.880552093823920412e+00,3.702641456350773019e+00
3.398872133285842256e+00,6.126558707848990259e+00
3.890865943840503327e+00,5.563431354791316785e+00
3.159805524629075268e+00,5.430115557829922501e+00
2.963824090022287194e+00,4.799502707061132689e+00
2.389795780952409743e+00,2.458029840540820743e+00
3.523943958280482569e+00,4.389729974121384437e+00
2.853419146871777112e+00,5.045836630690597069e+00
3.208728705879533294e+00,3.987519835806780932e+00
4.924802871799856874e+00,3.915859334658929658e+00
3.434652699855587077e+00,5.637295594431312118e+00
3.970679546738441257e+00,4.858612043175153161e+00
3.789249766748071124e+00,4.198047495888411973e+00
2.887363461302606904e+00,5.100955556942449398e+00
3.392456620728746319e+00,4.326955101177009766e+00
2.644451821824079119e+00,5.620550589232980343e+00
3.129741748783507305e+00,4.900029383950576189e+00
2.237731125164060586e+00,5.808175920802355563e+00
3.093331130959584119e+00,4.745013856787354101e+00
7.889516281777044782e-01,7.395843115900266440e+00
4.163045039075095488e+00,5.933444241752153125e+00
2.639399240004800529e+00,5.040032515231638754e+00
2.998494588778605419e+00,4.603849278515506960e+00
3.524520081277560557e+00,5.569137216003546165e+00
2.055199817440672927e+00,4.165327077144501011e+00
3.710274464293377150e+00,4.316181277494249180e+00
1.924540767722500156e+00,6.381844538970010028e+00
2.666669396408253068e+00,4.863129757057156333e+00
2.991184699733566710e+00,4.712224084585903583e+00
2.816410094194741198e+00,5.310820335838157824e+00
3.366658153010173571e+00,5.267900607719965933e+00
1.806277772855433783e+00,4.893438318560868971e+00
3.082555508098076213e+00,5.991016959834329469e+00
4.399900370278344575e+00,4.659223485115907337e+00
3.494409602445704088e+00,3.165414931824082956e+00
2.790550310751741758e+00,6.873196669011472082e+00
3.580971193486975679e+00,6.108389110740030326e+00
4.288472417645544432e+00,4.272623402300959938e+00
3.397897223093381047e+00,4.856067680150381705e+00
3.259053840509452016e+00,4.772996704245986876e+00
3.699004185282083412e+00,4.227159842697040482e+00
4.215193581670803269e+00,4.982246275518247280e+00
3.420178101154332850e+00,3.348014555603844755e+00
4.187093539128327713e+00,4.616853518660710698e+00
1.661578717855654697e+00,6.126596228881694195e+00
2.744997212154169919e+00,5.747012698766313044e+00
2.059576580545868119e+00,5.278268830347355944e+00
3.003134549347091564e+00,6.425910690315945750e+00
2.733120332112850104e+00,5.086788119780679018e+00
2.818452227661500054e+00,5.070501588261615566e+00
2.380731972781409578e+00,4.311578017380836236e+00
2.978288314738957165e+00,3.463414210841955665e+00
3.273357692750100245e+00,5.571191572691398974e+00
2.760762994100629975e+00,5.916457389972467062e+00
3.399161874050025567e+00,6.956880465258973523e+00
4.132786796290572440e+00,4.338996256570602839e+00
2.487563762999053907e+00,4.506893268235130812e+00
3.088627614335594185e+00,5.002731252255529171e+00
4.103497466211077693e+00,5.237721705612679024e+00
2.307568001930931700e+00,5.430142859317596660e+00
4.217322153803832130e+00,3.694100220846506133e+00
1.771277403143994400e+00,5.689467137559713450e+00
3.463339181837881142e+00,5.130442089069564560e+00
2.280059835093080078e+00,4.619788739465968241e+00
3.747762294117055859e+00,6.451835573842928717e+00
3.095750430458196423e+00,5.887261358780262910e+00
2.058399734119987556e+00,3.988237479350555947e+00
3.957099291348218806e+00,3.838732508218492434e+00
2.096518027179161248e+00,6.093334362222903700e+00
2.978532060800229697e+00,5.743186336040591478e+00
2.794258265825981358e+00,4.668386364581684767e+00
2.925344564359172672e+00,5.708744251427337879e+00
3.779790316867376987e+00,5.317741671902709300e+00
3.432230222667460140e+00,5.402103764924757634e+00
2.657289136829585452e+00,5.822777122122232640e+00
3.013604879492252309e+00,5.630878712559592714e+00
3.429854548077328591e+00,3.271515691784521174e+00
4.224846190954553826e+00,5.010147216178486573e+00
4.339092294121153159e+00,3.373069302501077615e+00
2.678024477806358217e+00,5.688464507267231518e+00
3.564748079636031797e+00,4.869993817890215126e+00
2.824364152675273854e+00,4.685529523800850527e+00
2.174946743752536271e+00,4.953143531799920396e+00
3.258033468092641272e+00,3.928672231365487377e+00
4.118737696689314554e+00,5.147034425129223045e+00
2.308008941612964104e+00,5.509454865783815158e+00
2.410996901756677246e+00,4.879824903491893018e+00
2.881540125743671688e+00,4.390189477476718061e+00
1.491783107734048652e+00,5.143545230073184094e+00
3.451393130270869136e+00,3.502349397496662853e+00
3.782697566863615357e+00,2.643198499534205048e+00
2.519906221878703612e+00,5.888075251005268740e+00
2.653954423699303344e+00,4.743706027713925799e+00
3.330199221714368107e+00,6.582679803393608253e+00
1.734550716982257823e+00,5.376249558696077457e+00
2.176938770205885998e+00,4.245430390357211259e+00
4.075923275624576014e+00,4.440947836314394159e+00
3.772171122963865031e+00,4.653708598701001620e+00
2.410212118803025660e+00,5.298990210528550016e+00
3.200140596955547423e+00,5.476237206500144339e+00
3.114412939679458425e+00,3.803741479357964472e+00
3.663520493723170457e+00,5.856910287490708633e+00
2.393538554636365223e+00,5.882238912089402305e+00
3.496083195248880227e+00,5.153236160463054993e+00
2.157298814285017574e+00,4.801245574921882309e+00
3.317258797788083857e+00,6.331255555316147365e+00
4.523922816675355563e+00,4.306917778492786120e+00
3.048093474173562356e+00,6.303167120903118814e+00
3.317134371828727168e+00,4.236182708652488138e+00
2.675456071871461283e+00,4.278096800372497732e+00
2.372876160248837074e+00,4.932952856007378095e+00
4.812318247135254801e+00,4.855263503600812491e+00
2.972861551730977325e+00,4.614839976630078944e+00
2.473786473125712426e+00,6.594329938268369773e+00
3.036684608184505585e+00,4.602904292087828253e+00
2.389944551607019907e+00,5.516784797264407736e+00
2.872555430263824316e+00,5.019880360277267251e+00
3.056881296301714901e+00,4.432318989525427355e+00
3.102356103779546181e+00,6.047278198336330846e+00
3.116208441344135327e+00,3.012393224253084867e+00
3.044075282945491789e+00,4.358931357081462288e+00
2.986334554450192691e+00,5.235001409321592192e+00
2.602601224522793188e+00,3.321329743114778577e+00
3.493405078495882776e+00,6.538047243245991957e+00
3.342561296505314861e+00,4.023998020024442290e+00
3.365831737338126572e+00,5.135218629282817915e+00
3.508700433734794899e+00,4.993698368757404360e+00
2.432531396833434112e+00,4.904086915435011740e+00
3.750316837633624445e+00,5.883910867297251990e+00
3.582265003078700438e+00,5.942063744317349183e+00
2.589930403101130096e+00,6.065589235404298840e+00
2.129829897254791327e+00,5.075116118466293180e+00
3.291994775549804686e+00,6.187611474164212311e+00
3.837303313097243596e+00,5.231989917030640314e+00
2.782879014735494483e+00,6.138236829675941308e+00
